id,monto,cantidad,categoria,region,descuento
664,215.95,75,Electronica,Sur,0.28
665,4780.35,61,Ropa,Sur,0.33
666,,64,Deportes,Oeste,0.03
667,3141.84,89,Electronica,Sur,0.19
668,734.95,89,Hogar,Este,0.08
669,,82,Ropa,Centro,0.26
670,2720.84,88,Alimentos,Centro,0.14
671,722.87,37,Ropa,Sur,0.24
672,4158.71,72,Deportes,Norte,0.42
673,4580.58,17,Alimentos,Oeste,0.24
674,2990.25,44,Electronica,Sur,0.15
675,1540.6,11,Electronica,Oeste,0.38
676,,85,Alimentos,,0.03
677,56.31,16,Ropa,Norte,0.1
678,4230.08,75,Deportes,Centro,0.08
679,4098.83,68,Deportes,,0.1
680,4621.54,91,Electronica,Este,0.35
681,2123.34,53,Electronica,Oeste,0.49
682,3525.13,6,Hogar,Este,0.25
683,4206.25,53,Electronica,Oeste,0.43
684,1840.37,,Deportes,Norte,0.34
685,1977.08,14,Alimentos,Este,0.45
686,4220.93,30,Deportes,Oeste,0.36
687,3335.05,63,Electronica,Oeste,0.07
688,4712.3,,Electronica,Oeste,0.42
689,1638.14,80,Hogar,Sur,0.04
690,2492.01,70,Electronica,Norte,0.43
691,1576.22,59,Alimentos,Sur,
692,676.77,63,Deportes,Centro,0.28
693,2813.47,8,Deportes,Este,0.25
694,145.59,,Electronica,Este,0.17
695,2143.6,53,Alimentos,Norte,0.33
696,576.78,69,Deportes,Oeste,0.23
697,3481.31,41,Hogar,Sur,0.2
698,2516.33,44,Ropa,Norte,0.15
699,2681.49,7,Deportes,Norte,0.29
700,2893.08,35,Ropa,Norte,0.4
701,1512.73,56,Alimentos,Oeste,0.16
702,2740.07,81,Ropa,Oeste,0.43
703,3191.44,99,Electronica,Este,0.47
704,1205.67,98,Electronica,Oeste,0.22
705,1438.79,88,Ropa,,0.2
706,1556.15,56,Alimentos,Este,0.45
707,1392.47,83,Electronica,,0.48
708,1572.95,9,Electronica,Sur,0.2
709,2857.01,16,Deportes,Norte,0.41
710,615.77,43,Ropa,Sur,0.37
711,879.9,57,,Norte,0.43
712,2121.79,36,Alimentos,Norte,0.47
713,4526.62,,,Sur,0.4
714,1926.53,90,Ropa,Oeste,0.41
715,,33,Alimentos,Sur,0.47
716,3158.61,99,Electronica,Oeste,0.39
717,2067.74,92,Ropa,Centro,0.46
718,2107.25,71,,,0.23
719,3152.63,18,Alimentos,Norte,
720,1251.77,99,Hogar,Este,0.38
721,4368.16,23,Ropa,Este,0.41
722,4382.57,74,Deportes,Norte,0.47
723,995.34,22,Deportes,Norte,
724,854.76,2,Hogar,Oeste,0.22
725,3569.25,35,Ropa,Este,0.25
726,950.87,19,Ropa,Sur,
727,3422.91,2,Hogar,Oeste,0.44
728,3681.84,13,Hogar,Centro,0.03
729,4836.21,96,Hogar,Oeste,0.0
730,665.53,6,Alimentos,Sur,0.13
731,3552.73,34,Alimentos,Oeste,0.02
732,4385.3,98,Ropa,Oeste,0.26
733,760.57,85,Electronica,Norte,0.22
734,821.96,15,,Centro,0.46
735,2467.48,19,Ropa,Centro,0.05
736,2818.42,28,Deportes,Norte,0.49
737,2493.06,43,Electronica,Centro,
738,534.82,4,Hogar,Este,0.42
739,34.0,84,Deportes,Norte,0.23
740,1418.36,96,Hogar,Sur,0.48
741,4328.25,27,Ropa,Oeste,0.39
742,3680.77,88,Alimentos,Oeste,0.18
743,1943.51,77,Deportes,Oeste,0.38
744,2569.14,87,Hogar,Centro,0.34
745,2343.75,62,Alimentos,Centro,0.49
746,2844.84,6,Hogar,Centro,0.26
747,1780.51,99,Ropa,Oeste,0.06
748,,91,Hogar,Este,0.29
749,4590.97,28,Electronica,Norte,0.37
750,,22,Deportes,Este,0.23
751,4869.74,87,Electronica,Norte,0.34
752,4080.76,25,Ropa,Centro,0.1
753,1508.08,61,Hogar,Oeste,0.06
754,,32,Electronica,Norte,0.28
755,3566.9,64,Alimentos,,0.3
756,2569.21,87,Electronica,Oeste,0.43
757,2768.51,83,Alimentos,Oeste,0.24
758,,25,Deportes,Este,0.22
759,4268.0,60,Hogar,Este,0.15
760,3999.78,80,Hogar,Sur,0.35
761,2463.47,64,,,0.1
762,1788.43,65,,Centro,
763,2812.1,44,Deportes,Sur,0.38
764,4369.11,14,Hogar,Norte,0.46
765,3909.35,14,Electronica,Este,0.02
766,1464.15,65,Alimentos,Sur,0.44
767,1013.44,99,Alimentos,Sur,0.12
768,1865.32,47,Deportes,Sur,0.12
769,2146.97,59,Electronica,Norte,0.26
770,2589.16,44,Electronica,Norte,0.49
771,3209.12,8,Deportes,Oeste,0.49
772,3405.95,39,Alimentos,Centro,0.16
773,3502.97,27,Hogar,Oeste,0.31
774,4405.47,69,Ropa,Centro,0.36
775,468.63,67,,Centro,0.32
776,1210.49,93,Alimentos,Centro,0.25
777,243.43,16,,Sur,0.29
778,4945.06,81,Alimentos,Centro,0.42
779,3573.18,32,Alimentos,Sur,0.26
780,4143.05,8,Electronica,Centro,0.07
781,2797.05,34,Hogar,Oeste,0.32
782,726.01,92,Deportes,Sur,0.48
783,167.87,72,Hogar,Este,0.48
784,206.21,48,Electronica,Sur,0.19
785,2111.68,40,Hogar,,0.11
786,342.48,,Alimentos,Oeste,0.15
787,4169.25,18,Hogar,Este,0.23
788,3125.73,50,Hogar,Norte,0.2
789,3537.51,99,Deportes,Centro,0.28
790,3789.29,67,Electronica,Centro,0.24
791,99.77,32,Electronica,Centro,0.42
792,2946.52,3,,Oeste,0.09
793,577.65,22,Ropa,Oeste,0.09
794,299.27,24,,Este,
795,4465.59,16,Ropa,Centro,0.12
796,579.83,60,,Norte,0.03
797,4817.56,32,Deportes,Norte,0.33
798,2504.66,19,Deportes,Centro,0.49
799,10.0,80,,Oeste,0.49
800,1258.19,45,Alimentos,,0.11
801,2817.59,51,Alimentos,Sur,0.42
802,4787.3,88,Hogar,Este,0.32
803,2301.7,3,Deportes,Norte,0.07
804,2068.75,91,Electronica,Oeste,0.2
805,1768.21,77,Electronica,Este,0.09
806,2225.67,3,Ropa,Centro,0.34
807,4043.03,64,Deportes,Sur,0.02
808,3193.99,36,Deportes,Centro,0.25
809,331.48,9,Deportes,Este,0.47
810,3391.5,89,Hogar,,0.31
811,3367.13,42,Deportes,Este,0.5
812,222.11,7,Electronica,Este,0.21
813,2861.24,,Electronica,Sur,0.49
814,1557.48,13,Electronica,Este,
815,1239.53,44,Ropa,Centro,0.41
816,3821.67,75,Hogar,Norte,0.49
817,314.7,8,,Centro,0.31
818,4250.4,80,Deportes,,0.12
819,3976.85,80,Electronica,Este,0.33
820,544.49,,Deportes,Centro,0.3
821,2107.93,57,,Centro,0.07
822,4798.91,40,Hogar,Este,0.27
823,4851.5,85,Deportes,Oeste,0.03
824,4882.67,26,Hogar,Este,0.17
825,2832.65,39,Electronica,Norte,0.08
826,3467.64,28,Alimentos,Oeste,0.37
827,925.3,47,Deportes,Este,
828,3158.52,47,,Sur,
829,1313.68,71,Alimentos,Norte,0.1
830,690.53,15,Alimentos,Sur,0.11
831,4885.62,56,Ropa,Sur,0.03
832,3473.3,55,,Sur,0.12
833,1474.44,32,Deportes,Oeste,0.4
834,411.63,85,Deportes,Centro,0.08
835,1612.51,89,Deportes,Centro,0.48
836,1039.96,58,Hogar,Este,0.2
837,428.37,38,Hogar,Este,0.18
838,2340.42,64,Ropa,Norte,0.19
839,416.68,66,Ropa,Norte,0.04
840,2732.4,87,Alimentos,Centro,0.15
841,4992.03,95,Alimentos,Oeste,0.13
842,4110.2,2,Ropa,Sur,0.26
843,3746.94,67,Hogar,Norte,0.28
844,943.29,90,Electronica,Centro,0.22
845,1531.33,64,Hogar,Oeste,0.42
846,3454.14,76,Ropa,Este,
847,3996.73,74,Hogar,,0.49
848,2376.51,58,Deportes,Centro,0.15
849,937.53,50,Electronica,Este,0.12
850,863.27,53,Hogar,Norte,0.49
851,4518.42,27,Ropa,Este,0.41
852,2514.86,36,Hogar,Sur,0.5
853,4551.96,59,Hogar,Este,0.02
854,4118.03,54,Hogar,Sur,0.45
855,482.19,6,Deportes,Norte,0.44
856,3613.43,64,Alimentos,,0.38
857,3833.86,58,,,0.1
858,3379.73,44,Electronica,Sur,0.43
859,3744.64,9,Hogar,Este,0.33
860,857.09,,Hogar,Norte,0.15
861,771.71,28,Hogar,Centro,0.45
862,3583.47,50,Electronica,Sur,0.22
863,1876.35,12,,,
864,3401.4,13,Ropa,,0.42
865,4079.04,81,Hogar,Sur,0.1
866,1620.22,,Ropa,,0.01
867,3251.48,9,Hogar,Norte,0.21
868,3957.34,73,Hogar,Sur,0.48
869,3178.59,41,,,0.33
870,2247.31,95,Ropa,,0.29
871,624.66,55,,Este,0.31
872,1881.86,31,Alimentos,Este,0.3
873,3803.67,54,,Este,0.14
874,1033.06,86,Ropa,Oeste,0.4
875,921.81,9,Ropa,Sur,0.03
876,2965.19,27,Alimentos,Sur,0.04
877,886.3,37,Hogar,Este,0.48
878,842.99,65,Hogar,,0.22
879,4270.94,39,Alimentos,Este,0.08
880,1878.86,10,Ropa,,0.36
881,3653.19,52,Alimentos,Este,0.47
882,2943.6,5,Ropa,Oeste,0.06
883,3857.5,45,Electronica,Oeste,0.24
884,1215.55,,Ropa,Oeste,0.32
885,741.1,75,,Oeste,0.42
886,2932.87,67,Hogar,Este,0.44
887,2668.34,76,Electronica,Centro,0.21
888,1725.24,96,Electronica,Oeste,0.37
889,,90,Hogar,Este,0.21
890,675.99,65,Ropa,Sur,0.23
891,963.46,53,Ropa,,0.46
892,627.78,4,Electronica,,0.24
893,4776.29,6,,Este,0.26
894,2368.79,55,Alimentos,Este,0.34
895,1895.29,46,,Oeste,0.4
896,4440.41,78,Ropa,Centro,0.27
897,4349.92,85,Alimentos,,0.49
898,233.54,42,Deportes,Este,0.12
899,4657.76,85,Alimentos,Sur,0.45
900,4381.79,92,Alimentos,Centro,0.06
901,2336.68,15,Ropa,Norte,0.27
902,4966.84,,Alimentos,Este,0.16
903,4757.76,86,Electronica,Este,0.27
904,4659.24,77,Hogar,Centro,0.17
905,2187.63,34,Deportes,Norte,0.04
906,641.45,49,,Oeste,0.0
907,1601.62,87,Deportes,Oeste,0.06
908,,41,Hogar,Sur,0.47
909,733.62,90,Deportes,Norte,
910,4239.11,81,Hogar,,0.25
911,767.75,94,Ropa,Oeste,0.11
912,4075.99,21,Hogar,Oeste,0.27
913,2641.58,90,Electronica,Centro,0.35
914,275.35,39,Hogar,Sur,0.08
915,4022.77,84,Deportes,Sur,
916,4913.59,22,Ropa,Norte,0.05
917,3252.24,20,,Oeste,0.2
918,2982.8,96,Electronica,Oeste,0.35
919,3267.71,16,Deportes,Centro,0.06
920,2865.29,96,Hogar,Sur,0.3
921,322.17,69,,Centro,0.41
922,2652.79,75,Ropa,Norte,0.41
923,2997.52,72,,Sur,0.16
924,1287.52,11,Deportes,Norte,0.25
925,235.6,38,Alimentos,Este,0.22
926,2555.4,85,Alimentos,Sur,0.12
927,3012.71,46,Deportes,Oeste,0.36
928,820.78,33,Ropa,,0.47
929,4976.82,25,Deportes,Oeste,0.28
930,1585.22,49,Electronica,Centro,
931,2744.1,82,Ropa,Sur,0.45
932,494.24,29,Ropa,Este,0.05
933,4034.96,45,Deportes,Norte,0.43
934,4732.82,45,Deportes,Oeste,0.34
935,642.22,,Hogar,Este,0.08
936,3628.47,91,Hogar,Este,0.34
937,2513.64,55,Ropa,Norte,0.36
938,2035.54,12,Electronica,Norte,0.04
939,1432.83,2,Ropa,Centro,0.21
940,3385.49,16,Electronica,Centro,0.31
941,1224.91,68,Ropa,Centro,0.02
942,878.2,18,Hogar,Norte,0.48
943,3396.92,99,Alimentos,Centro,0.15
944,4615.67,83,Deportes,Norte,0.45
945,3079.57,46,Hogar,Norte,0.17
946,991.73,20,,Este,0.46
947,1979.82,55,Hogar,Oeste,0.27
948,1771.92,46,Alimentos,,0.35
949,3720.9,21,Alimentos,Oeste,0.47
950,4000.1,42,Hogar,Norte,0.39
951,634.99,2,Alimentos,Centro,0.12
952,2174.47,63,Deportes,Este,0.21
953,4321.51,32,Electronica,Centro,0.21
954,947.4,81,Electronica,Sur,0.11
955,2134.38,12,Ropa,Oeste,0.19
956,2551.77,39,Hogar,Norte,0.18
957,7.68,42,Electronica,Este,0.24
958,1821.09,13,Ropa,Este,0.34
959,2946.61,31,Electronica,Centro,0.11
960,2934.87,84,Electronica,,0.1
961,1717.78,98,,Centro,0.36
962,4458.48,72,Electronica,Norte,0.45
963,2621.19,3,Alimentos,,0.14
964,3972.98,95,Deportes,Sur,0.25
965,2548.85,50,Ropa,Centro,0.14
966,4396.38,59,Ropa,Este,0.36
967,859.69,,Alimentos,Este,0.02
968,262.34,27,Deportes,Este,0.0
969,3528.78,93,Electronica,Norte,0.45
970,1100.3,23,Deportes,Oeste,0.01
971,1290.44,78,Alimentos,Oeste,0.41
972,1162.46,48,Hogar,Sur,0.24
973,2455.14,83,Hogar,Sur,0.16
974,364.88,83,Electronica,Oeste,0.05
975,554.63,,Electronica,Centro,0.47
976,,14,Electronica,Oeste,0.41
977,4462.49,40,,Centro,0.08
978,4125.5,38,Electronica,Norte,0.44
979,1929.99,37,Electronica,Norte,0.44
980,4782.55,10,Electronica,Centro,0.06
981,2146.0,24,Alimentos,Este,0.08
982,524.09,85,Electronica,Sur,0.13
983,737.21,58,Electronica,Oeste,0.39
984,1395.99,17,Hogar,Oeste,0.19
985,3184.84,84,Deportes,Centro,0.19
986,1154.42,92,Ropa,Sur,0.29
987,1020.38,47,Electronica,Este,0.48
988,4334.53,38,Hogar,Sur,0.42
989,693.32,91,Hogar,Norte,0.37
990,373.48,21,Electronica,Norte,
991,4069.49,24,Alimentos,Este,0.07
992,3226.01,,Deportes,Centro,0.03
993,1984.97,59,Deportes,Sur,0.41
994,788.22,67,Hogar,Sur,0.48
995,4113.41,78,Alimentos,Oeste,0.41
996,828.3,83,Alimentos,Este,0.13
997,,70,,Sur,0.11
998,3193.75,,Deportes,Oeste,0.49
999,,40,Alimentos,Centro,
1000,3760.45,17,Deportes,Sur,0.05
1001,,62,Ropa,Norte,0.43
1002,470.99,28,Ropa,Centro,0.33
1003,3644.96,99,Alimentos,Oeste,0.39
1004,,88,Electronica,Centro,0.1
1005,2490.13,19,Electronica,Oeste,0.15
1006,4670.61,36,,Oeste,0.18
1007,2368.94,57,Deportes,Este,0.07
1008,2007.69,88,Alimentos,Oeste,0.18
1009,1317.82,88,Electronica,Sur,
1010,2806.2,14,Electronica,Oeste,0.08
1011,1747.95,69,Electronica,Oeste,0.23
1012,1001.36,41,Hogar,Oeste,0.3
1013,,61,Deportes,Norte,0.11
1014,1810.66,61,,Oeste,0.11
1015,3180.26,9,Hogar,Centro,0.04
1016,4465.9,7,Alimentos,Este,0.45
1017,2410.72,21,Deportes,Norte,0.22
1018,4469.43,93,Alimentos,,0.31
1019,4669.43,41,Deportes,Oeste,0.48
1020,4287.05,82,Ropa,Centro,0.05
1021,3006.71,27,Electronica,Este,0.49
1022,,65,Hogar,Este,0.06
1023,2714.62,98,Alimentos,Centro,0.46
1024,2182.2,85,Deportes,Norte,0.22
1025,4030.67,84,Electronica,Centro,
1026,503.01,75,Ropa,Oeste,0.33
1027,576.93,16,Hogar,,0.4
1028,1123.56,85,Hogar,Norte,0.42
1029,2075.71,,Deportes,Sur,0.19
1030,4964.18,51,Deportes,Oeste,0.32
1031,872.72,67,Ropa,Centro,0.12
1032,4215.94,34,Electronica,Oeste,0.08
1033,,20,Electronica,Norte,
1034,657.09,81,Ropa,Centro,0.09
1035,3632.93,49,Ropa,Centro,0.33
1036,559.1,16,Electronica,,0.14
1037,4564.03,13,,Norte,0.01
1038,2102.44,82,Electronica,Centro,0.4
1039,4274.77,44,Deportes,,0.24
1040,1276.23,78,,Sur,
1041,1827.63,4,Ropa,Oeste,0.11
1042,464.39,84,Deportes,Sur,0.37
1043,993.39,92,Deportes,Sur,0.2
1044,2441.72,55,Electronica,Oeste,0.14
1045,1767.81,9,Alimentos,Este,0.44
1046,4386.87,68,Alimentos,Sur,0.01
1047,367.84,48,,Este,0.16
1048,2839.51,30,Deportes,Centro,0.19
1049,3041.48,86,Hogar,Este,0.45
1050,253.05,6,Ropa,Centro,0.21
1051,2884.19,83,,Sur,0.29
1052,2017.04,68,Electronica,Oeste,
1053,1376.99,52,Electronica,Oeste,0.39
1054,3207.28,48,Electronica,Este,0.05
1055,3622.65,12,Deportes,Norte,0.45
1056,3925.8,39,Hogar,Sur,0.16
1057,2919.35,41,Hogar,Norte,0.38
1058,1206.41,63,Ropa,Este,0.16
1059,1768.28,32,Electronica,,0.37
1060,1066.31,60,Ropa,Centro,0.09
1061,1570.23,91,Ropa,Este,0.08
1062,2264.9,26,Ropa,Centro,0.09
1063,740.71,96,Alimentos,,0.01
1064,2265.94,71,Deportes,Este,0.22
1065,1366.58,84,Ropa,Centro,0.46
1066,3039.2,14,Ropa,Norte,0.32
1067,1197.64,36,Hogar,Sur,0.31
1068,4398.24,27,Deportes,Norte,0.1
1069,2518.68,62,Ropa,Norte,0.43
1070,1664.12,2,,Norte,0.21
1071,3802.5,,,Oeste,0.24
1072,4095.54,38,Ropa,Norte,0.26
1073,3682.25,95,Alimentos,Norte,0.27
1074,1509.16,67,Deportes,Este,0.43
1075,3642.44,,Ropa,Norte,0.43
1076,3706.36,47,Hogar,Este,0.04
1077,3395.61,58,Alimentos,Oeste,0.44
1078,4726.61,25,Alimentos,Norte,
1079,2277.86,45,Ropa,Sur,0.48
1080,1452.46,21,Electronica,Sur,0.14
1081,2967.39,40,Electronica,,
1082,4394.22,65,Electronica,Sur,0.38
1083,987.65,11,Ropa,Oeste,0.02
1084,4834.7,34,Hogar,Este,0.3
1085,700.19,33,Electronica,Oeste,0.28
1086,1882.95,56,Deportes,Este,0.26
1087,2141.21,53,,Norte,0.46
1088,3077.97,32,Deportes,Norte,0.19
1089,1966.33,1,Electronica,Este,0.38
1090,3251.15,13,Electronica,Centro,0.28
1091,3698.12,27,Ropa,Sur,0.28
1092,1557.9,1,Electronica,,0.31
1093,609.57,27,Hogar,,0.01
1094,2025.76,31,Hogar,Centro,0.27
1095,735.5,,Deportes,Centro,0.37
1096,2404.93,13,Hogar,Norte,0.25
1097,4068.4,37,,Centro,0.28
1098,4541.0,18,Ropa,Centro,0.36
1099,4513.24,66,Deportes,Sur,0.33
1100,3814.22,51,Hogar,Sur,0.42
1101,4637.42,68,Deportes,Centro,0.35
1102,342.51,,Hogar,Oeste,0.12
1103,1161.52,94,Hogar,Oeste,0.05
1104,314.32,5,Deportes,Norte,0.04
1105,1609.19,49,Ropa,Oeste,0.32
1106,1131.36,56,Deportes,,0.4
1107,485.55,,Deportes,Norte,0.0
1108,3413.39,94,Deportes,Centro,0.25
1109,3094.3,18,Electronica,Sur,0.22
1110,1494.64,30,,Este,0.27
1111,1260.65,9,Deportes,Centro,0.08
1112,2502.73,8,Alimentos,Norte,0.45
1113,1308.1,98,Alimentos,Norte,0.1
1114,369.19,79,,Oeste,0.38
1115,3064.1,71,Electronica,,0.06
1116,3253.43,39,Electronica,,0.44
1117,984.89,49,Electronica,Oeste,0.37
1118,2151.44,18,Alimentos,Este,0.06
1119,294.32,76,Deportes,Norte,
1120,1253.36,8,,Sur,0.09
1121,652.93,85,Deportes,Este,0.04
1122,4294.51,39,Ropa,Este,0.39
1123,2709.39,45,Alimentos,,0.35
1124,4207.92,40,Ropa,,0.11
1125,2204.19,15,Alimentos,Oeste,
1126,4825.66,79,Hogar,,0.01
1127,926.21,7,Electronica,Este,0.02
1128,4537.71,76,Deportes,Oeste,0.01
1129,4643.19,14,Alimentos,Centro,0.48
1130,2865.15,67,Ropa,Norte,0.48
1131,3414.58,32,Electronica,Este,0.15
1132,1256.31,99,Alimentos,Sur,0.06
1133,91.25,,Deportes,Norte,
1134,402.34,71,Alimentos,Oeste,0.03
1135,3153.54,80,Ropa,Oeste,0.12
1136,214.57,8,Electronica,Este,0.5
1137,228.44,14,Ropa,Centro,0.22
1138,4114.35,83,,Este,0.14
1139,2043.65,61,,Este,0.15
1140,4559.8,,Deportes,Este,0.4
1141,1897.3,85,Electronica,Sur,0.19
1142,4989.08,94,Deportes,Centro,0.37
1143,2624.62,35,Alimentos,Este,0.29
1144,1577.51,89,Alimentos,,0.37
1145,386.84,62,Deportes,Sur,0.22
1146,1228.49,87,Alimentos,Norte,0.07
1147,2108.01,74,Ropa,Norte,0.44
1148,2096.03,92,Electronica,Norte,0.37
1149,4949.72,68,Hogar,Sur,0.45
1150,599.55,44,Electronica,,0.31
1151,4749.85,81,Hogar,Sur,0.42
1152,2949.84,66,Alimentos,Oeste,0.45
1153,2195.74,76,Hogar,Centro,0.39
1154,2628.34,55,Ropa,,0.19
1155,4412.51,56,Electronica,Sur,0.29
1156,1372.87,22,Electronica,Este,0.46
1157,1038.18,97,,Centro,0.3
1158,38.29,4,Hogar,Centro,0.14
1159,2271.98,92,Hogar,Norte,0.42
1160,4965.42,15,Ropa,Este,0.4
1161,1680.01,95,Alimentos,Norte,0.39
1162,4662.18,41,Electronica,Norte,0.28
1163,2933.79,29,Ropa,Este,0.13
1164,3175.69,67,,,0.37
1165,1046.69,54,Ropa,Oeste,0.31
1166,4771.9,30,Hogar,Centro,0.33
1167,487.18,97,Ropa,Norte,0.21
1168,4781.8,45,Hogar,Oeste,0.35
1169,3437.67,,Hogar,,0.11
1170,1311.72,51,Electronica,Sur,0.21
1171,4093.53,53,Electronica,Centro,0.44
1172,650.43,93,Alimentos,Centro,
1173,250.83,69,Ropa,Sur,0.08
1174,1660.85,94,Deportes,Oeste,0.01
1175,216.21,4,Alimentos,Oeste,0.39
1176,660.31,35,Hogar,,0.04
1177,2710.78,13,Deportes,Este,0.4
1178,3718.7,59,Hogar,Oeste,0.13
1179,4834.6,62,Hogar,,0.35
1180,1971.26,70,Electronica,Sur,0.23
1181,2386.65,40,Electronica,Sur,0.4
1182,2451.61,19,Deportes,Norte,0.42
1183,1263.86,44,Deportes,Norte,0.02
1184,1050.07,63,Alimentos,Oeste,0.16
1185,4293.97,11,,Norte,0.21
1186,3742.0,57,Hogar,Centro,0.06
1187,3746.22,52,Alimentos,Este,
1188,3077.43,84,Deportes,Este,0.15
1189,1259.94,43,Ropa,Oeste,0.36
1190,,20,,Sur,0.5
1191,2690.97,8,,Sur,0.3
1192,75.58,37,Alimentos,Oeste,0.43
1193,2807.76,26,Alimentos,Centro,0.08
1194,3985.44,99,Deportes,Centro,0.29
1195,2369.67,30,Ropa,Oeste,0.05
1196,1620.07,7,Hogar,Centro,0.4
1197,1207.66,100,Deportes,Norte,0.24
1198,4211.75,82,Deportes,Este,0.36
1199,2791.74,45,Alimentos,Sur,0.43
1200,4382.09,25,Electronica,Este,0.09
1201,33.04,13,Electronica,Norte,0.46
1202,3210.16,90,,Norte,0.14
1203,4638.24,81,Deportes,Norte,0.09
1204,3066.54,91,Hogar,Norte,0.44
1205,3189.2,13,Deportes,Este,0.14
1206,4241.91,91,Alimentos,Oeste,0.49
1207,3340.27,25,Electronica,Norte,0.25
1208,997.42,23,Alimentos,Este,0.42
1209,2333.93,12,Electronica,Norte,0.23
1210,2957.79,99,Hogar,Sur,0.01
1211,3406.05,25,Hogar,Sur,0.37
1212,2827.37,25,Alimentos,Este,0.1
1213,1778.99,99,Ropa,,0.22
1214,1931.48,27,Alimentos,Centro,0.22
1215,3716.94,66,Electronica,Centro,0.13
1216,936.2,76,Electronica,Norte,0.28
1217,4347.3,,Electronica,Este,0.17
1218,2336.87,3,Hogar,Oeste,0.31
1219,1266.61,44,,Sur,0.2
1220,4504.82,54,Deportes,,0.13
1221,4612.16,90,Ropa,Este,0.1
1222,273.73,99,Hogar,,0.17
1223,4415.36,11,Ropa,Centro,0.43
1224,1874.42,45,Ropa,Oeste,0.27
1225,3532.59,13,Hogar,Este,0.16
1226,3653.21,51,Deportes,,0.17
1227,894.91,47,Hogar,Sur,0.41
1228,943.91,56,Ropa,Oeste,0.19
1229,2405.86,54,Electronica,Norte,0.2
1230,3664.69,52,Deportes,Oeste,0.01
1231,,86,Alimentos,Norte,0.39
1232,4013.08,48,Alimentos,Sur,0.36
1233,2660.9,87,Deportes,Centro,0.0
1234,3639.51,7,Hogar,Centro,0.02
1235,1265.37,38,Alimentos,Norte,0.01
1236,1491.93,,Hogar,Norte,0.37
1237,634.64,64,Deportes,Centro,0.14
1238,208.0,5,Electronica,Norte,0.49
1239,3185.52,52,Alimentos,Norte,
1240,2170.01,25,Deportes,Sur,0.5
1241,248.91,28,Ropa,Norte,0.22
1242,4549.18,35,Hogar,Este,
1243,2997.4,41,Ropa,,0.11
1244,3561.61,76,Hogar,Norte,0.3
1245,1601.62,20,Ropa,Este,0.37
1246,3305.19,11,Ropa,Centro,0.28
1247,1462.66,87,Deportes,Oeste,0.08
1248,3825.88,37,Deportes,Centro,0.25
1249,621.85,28,Ropa,Oeste,0.29
1250,1763.36,77,Alimentos,Centro,0.39
1251,4295.99,60,Ropa,Norte,0.46
1252,1673.6,23,Hogar,Oeste,0.05
1253,150.06,79,Hogar,Este,0.5
1254,836.46,88,Hogar,Sur,0.19
1255,811.09,31,Alimentos,Norte,0.47
1256,1039.0,32,Ropa,Centro,0.22
1257,4019.42,21,,Oeste,0.36
1258,4977.7,10,Deportes,Centro,0.48
1259,2673.18,,Hogar,Norte,0.36
1260,3584.54,84,Alimentos,Centro,0.39
1261,563.36,53,Hogar,Norte,0.07
1262,3470.11,91,Alimentos,Este,0.12
1263,3499.31,77,Deportes,Sur,
1264,2819.88,40,Hogar,Este,0.08
1265,4026.97,78,Electronica,Centro,0.19
1266,2923.25,93,Hogar,Sur,0.44
1267,3221.04,65,Hogar,Centro,0.19
1268,2422.57,86,Ropa,Centro,0.17
1269,3947.42,46,Electronica,Centro,0.28
1270,3708.18,5,Electronica,Centro,0.05
1271,2690.96,8,Ropa,Sur,0.26
1272,3588.31,78,Electronica,Sur,0.14
1273,309.02,75,Electronica,Norte,0.24
1274,586.45,26,Alimentos,Centro,0.29
1275,4525.42,57,Deportes,Norte,0.1
1276,2038.81,81,Alimentos,Centro,0.25
1277,1380.07,40,Ropa,Este,0.06
1278,2550.19,23,Hogar,Centro,0.22
1279,972.01,30,Deportes,Este,0.25
1280,1055.41,42,Ropa,Sur,0.38
1281,2584.75,77,Alimentos,Este,0.39
1282,1534.63,96,Hogar,,0.15
1283,281.26,83,Electronica,Sur,0.49
1284,3584.78,48,Hogar,Centro,
1285,3988.39,57,Alimentos,Centro,0.05
1286,4855.81,,Hogar,Centro,0.34
1287,301.29,44,Electronica,Norte,0.18
1288,3877.34,20,Deportes,Sur,0.29
1289,2735.19,72,,Norte,0.15
1290,3497.76,47,Ropa,Sur,0.22
1291,1668.4,91,Ropa,Oeste,0.3
1292,4031.29,68,Deportes,Norte,0.49
1293,4366.04,69,Electronica,Centro,0.29
1294,2661.15,12,Ropa,Oeste,0.23
1295,2331.25,95,Deportes,Centro,0.17
1296,3698.6,3,Hogar,,0.15
1297,2138.61,29,Ropa,Centro,0.38
1298,4466.75,74,Ropa,Centro,0.39
1299,4224.27,70,Ropa,Sur,0.03
1300,2124.3,28,Hogar,Oeste,0.01
1301,,95,Ropa,Oeste,0.02
1302,627.62,65,Ropa,Oeste,0.36
1303,1795.16,54,Alimentos,Centro,0.49
1304,2287.48,,Alimentos,Este,0.2
1305,2173.57,39,Hogar,Norte,0.35
1306,1377.21,42,Ropa,Sur,
1307,705.4,5,Alimentos,Oeste,0.4
1308,2099.1,67,Ropa,Norte,0.37
1309,154.75,52,Alimentos,,0.45
1310,,,Hogar,,0.37
1311,2994.54,21,Hogar,Norte,0.17
1312,2324.84,69,Electronica,Oeste,0.43
1313,1288.02,70,Hogar,Centro,0.31
